,Mean,Median,Std Dev,Min,Max,Skewness,Kurtosis,Count
ln_WTI,4.209162719890855,4.2509932208909404,0.32825995014808385,2.806242227281424,4.743514975608143,-0.746731916611736,0.9348715674071961,180
ln_GDP,26.876491107758,26.93950236419512,0.11452665804912812,26.656846037476154,27.022172236917317,-0.44614620967794166,-1.5218874127842568,180
ln_CPI,4.734008005156053,4.722683522238009,0.04517161694682802,4.650059640455637,4.812174839774494,0.6756313654414015,-0.6177314642042919,180
Interest,4.239216139442421,4.190930513888889,0.6221247845180673,3.06,5.18731410654716,-0.35595228611566915,-0.6752304169535432,180
ln_FX,3.502691497870553,3.510165630919615,0.05177390250227282,3.4222924060241566,3.563780503543999,-0.1648286683575948,-1.6327813489718799,180
