date,country_code,country_name,GDP_usd,CPI_index,FX_local_per_USD,Interest_rate_percent,WTI_usd_per_barrel
2014-12-01,THA,Thailand,401799805058.8812,110.426885003878,34.10039305555558,4.749981418716482,59.29045454545455
2015-01-01,THA,Thailand,401296238228.084,110.34333613031,34.2477166666667,4.73187498877014,47.219
2015-02-01,THA,Thailand,402302080854.70264,110.36063701871068,34.33510555555558,4.709914199997551,50.58421052631579
2015-03-01,THA,Thailand,403307923481.3213,110.37793790711136,34.42249444444447,4.687953411224964,47.82363636363636
2015-04-01,THA,Thailand,404313766107.94,110.395238795512,34.50988333333335,4.665992622452375,54.45285714285714
2015-05-01,THA,Thailand,405319608734.55865,110.41253968391268,34.59727222222223,4.644031833679787,59.265
2015-06-01,THA,Thailand,406325451361.1773,110.42984057231334,34.68466111111112,4.622071044907198,59.819545454545455
2015-07-01,THA,Thailand,407331293987.796,110.447141460714,34.77205,4.600110256134609,50.90090909090909
2015-08-01,THA,Thailand,408337136614.4147,110.46444234911466,34.85943888888888,4.578149467362022,42.86761904761905
2015-09-01,THA,Thailand,409342979241.0333,110.48174323751532,34.94682777777777,4.556188678589433,45.47952380952381
2015-10-01,THA,Thailand,410348821867.652,110.499044125916,35.03421666666665,4.534227889816845,46.22363636363636
2015-11-01,THA,Thailand,411354664494.2706,110.51634501431668,35.12160555555553,4.512267101044257,42.4435
2015-12-01,THA,Thailand,412360507120.88934,110.53364590271732,35.20899444444442,4.490306312271668,37.18863636363636
2016-01-01,THA,Thailand,413366349747.508,110.550946791118,35.2963833333333,4.46834552349908,31.683157894736844
2016-02-01,THA,Thailand,416948888396.6127,110.61226865445168,35.18333564361268,4.464031965985267,30.323
2016-03-01,THA,Thailand,420531427045.71735,110.67359051778531,35.07028795389205,4.4597184084714545,37.54636363636364
2016-04-01,THA,Thailand,424113965694.822,110.734912381119,34.957240264171425,4.455404850957643,40.7552380952381
2016-05-01,THA,Thailand,427696504343.92664,110.79623424445266,34.8441925744508,4.45109129344383,46.712380952380954
2016-06-01,THA,Thailand,431279042993.0313,110.85755610778634,34.73114488473018,4.446777735930017,48.75727272727273
2016-07-01,THA,Thailand,434861581642.136,110.91887797112,34.618097195009554,4.4424641784162056,44.6515
2016-08-01,THA,Thailand,438444120291.24066,110.98019983445366,34.50504950528892,4.438150620902393,44.72434782608696
2016-09-01,THA,Thailand,442026658940.34534,111.04152169778732,34.3920018155683,4.43383706338858,45.18238095238095
2016-10-01,THA,Thailand,445609197589.4499,111.102843561121,34.278954125847676,4.4295235058747675,49.775238095238095
2016-11-01,THA,Thailand,449191736238.5546,111.16416542445468,34.165906436127045,4.425209948360955,45.66095238095238
2016-12-01,THA,Thailand,452774274887.6593,111.22548728778833,34.05285874640642,4.420896390847143,51.9704761904762
2017-01-01,THA,Thailand,456356813536.764,111.286809151122,33.9398110566858,4.41658283333333,52.504
2017-02-01,THA,Thailand,460556596442.4074,111.385473953367,33.804012280557465,4.394089819444442,53.46842105263158
2017-03-01,THA,Thailand,464756379348.0508,111.484138755612,33.66821350442913,4.371596805555553,49.32782608695652
2017-04-01,THA,Thailand,468956162253.6942,111.582803557857,33.5324147283008,4.349103791666665,51.060526315789474
2017-05-01,THA,Thailand,473155945159.3377,111.681468360102,33.39661595217247,4.326610777777777,48.47636363636364
2017-06-01,THA,Thailand,477355728064.9811,111.780133162347,33.260817176044135,4.304117763888889,45.177727272727275
2017-07-01,THA,Thailand,481555510970.6245,111.878797964592,33.1250183999158,4.281624750000001,46.630526315789474
2017-08-01,THA,Thailand,485755293876.2679,111.977462766837,32.98921962378746,4.259131736111112,48.03695652173913
2017-09-01,THA,Thailand,489955076781.9113,112.076127569082,32.85342084765913,4.2366387222222235,49.822
2017-10-01,THA,Thailand,494154859687.55475,112.174792371327,32.7176220715308,4.214145708333335,51.57772727272727
2017-11-01,THA,Thailand,498354642593.1981,112.273457173572,32.581823295402465,4.191652694444446,56.63857142857143
2017-12-01,THA,Thailand,502554425498.8415,112.372121975817,32.44602451927413,4.169159680555558,57.8815
2018-01-01,THA,Thailand,506754208404.485,112.470786778062,32.3102257431458,4.14666666666667,63.698571428571434
2018-02-01,THA,Thailand,509856082020.2684,112.53702537958569,32.205007412929476,4.141458333333337,62.22947368421052
2018-03-01,THA,Thailand,512957955636.0518,112.60326398110934,32.09978908271315,4.136250000000003,62.724761904761905
2018-04-01,THA,Thailand,516059829251.8352,112.669502582633,31.994570752496827,4.13104166666667,66.25380952380952
2018-05-01,THA,Thailand,519161702867.61865,112.73574118415668,31.8893524222805,4.125833333333337,69.97818181818182
2018-06-01,THA,Thailand,522263576483.4021,112.80197978568032,31.784134092064175,4.120625000000003,67.87333333333333
2018-07-01,THA,Thailand,525365450099.1855,112.868218387204,31.67891576184785,4.11541666666667,70.98142857142857
2018-08-01,THA,Thailand,528467323714.9689,112.93445698872767,31.57369743163153,4.110208333333337,68.05565217391305
2018-09-01,THA,Thailand,531569197330.7523,113.00069559025134,31.4684791014152,4.105000000000003,70.2321052631579
2018-10-01,THA,Thailand,534671070946.53577,113.066934191775,31.36326077119887,4.09979166666667,70.74869565217391
2018-11-01,THA,Thailand,537772944562.3191,113.13317279329868,31.25804244098255,4.094583333333337,56.9635
2018-12-01,THA,Thailand,540874818178.10254,113.19941139482232,31.152824110766225,4.089375000000003,49.522777777777776
2019-01-01,THA,Thailand,543976691793.886,113.265649996346,31.0476057805499,4.08416666666667,51.37571428571429
2019-02-01,THA,Thailand,540350459017.7493,113.1858036456365,31.068111399927677,4.018194444444448,54.95473684210527
2019-03-01,THA,Thailand,536724226241.6127,113.105957294927,31.088617019305453,3.952222222222225,58.151428571428575
2019-04-01,THA,Thailand,533097993465.4759,113.02611094421748,31.109122638683225,3.886250000000002,63.862380952380946
2019-05-01,THA,Thailand,529471760689.3393,112.946264593508,31.129628258061,3.82027777777778,60.82681818181818
2019-06-01,THA,Thailand,525845527913.20264,112.8664182427985,31.150133877438776,3.7543055555555576,54.657500000000006
2019-07-01,THA,Thailand,522219295137.066,112.786571892089,31.17063949681655,3.6883333333333352,57.35809523809524
2019-08-01,THA,Thailand,518593062360.9293,112.7067255413795,31.191145116194324,3.622361111111113,54.80590909090909
2019-09-01,THA,Thailand,514966829584.79266,112.62687919067,31.2116507355721,3.55638888888889,56.947
2019-10-01,THA,Thailand,511340596808.656,112.54703283996052,31.232156354949876,3.4904166666666674,53.96304347826087
2019-11-01,THA,Thailand,507714364032.5193,112.467186489251,31.25266197432765,3.424444444444445,57.048947368421054
2019-12-01,THA,Thailand,504088131256.3826,112.3873401385415,31.273167593705423,3.3584722222222227,59.81666666666667
2020-01-01,THA,Thailand,500461898480.246,112.307493787832,31.2936732130832,3.2925,57.519047619047626
2020-02-01,THA,Thailand,500939629339.3869,112.42264597551758,31.35062489880724,3.273125,50.54263157894737
2020-03-01,THA,Thailand,501417360198.52783,112.53779816320316,31.407576584531284,3.25375,29.207727272727276
2020-04-01,THA,Thailand,501895091057.6687,112.65295035088874,31.464528270255325,3.234375,16.547619047619047
2020-05-01,THA,Thailand,502372821916.8096,112.76810253857434,31.52147995597937,3.215,28.5625
2020-06-01,THA,Thailand,502850552775.95056,112.88325472625992,31.578431641703407,3.195625,38.307272727272725
2020-07-01,THA,Thailand,503328283635.0915,112.9984069139455,31.635383327427448,3.17625,40.710454545454546
2020-08-01,THA,Thailand,503806014494.2324,113.11355910163108,31.692335013151492,3.156875,42.33904761904762
2020-09-01,THA,Thailand,504283745353.37335,113.22871128931666,31.749286698875533,3.1375,39.63428571428571
2020-10-01,THA,Thailand,504761476212.5143,113.34386347700226,31.806238384599578,3.118125,39.39590909090909
2020-11-01,THA,Thailand,505239207071.6551,113.45901566468784,31.86319007032362,3.09875,40.93736842105263
2020-12-01,THA,Thailand,505716937930.7961,113.57416785237342,31.92014175604766,3.079375,47.025
2021-01-01,THA,Thailand,506194668789.937,113.689320040059,31.9770934417717,3.06,52.008421052631576
2021-02-01,THA,Thailand,505315504523.0807,113.53672241617376,32.234114839497195,3.0665277777777775,59.04631578947369
2021-03-01,THA,Thailand,504436340256.2244,113.3841247922885,32.49113623722268,3.073055555555555,62.33304347826088
2021-04-01,THA,Thailand,503557175989.368,113.23152716840325,32.74815763494817,3.0795833333333325,61.71666666666666
2021-05-01,THA,Thailand,502678011722.51166,113.078929544518,33.00517903267367,3.08611111111111,65.1695
2021-06-01,THA,Thailand,501798847455.65533,112.92633192063276,33.26220043039916,3.0926388888888874,71.37818181818182
2021-07-01,THA,Thailand,500919683188.799,112.7737342967475,33.51922182812465,3.0991666666666653,72.4852380952381
2021-08-01,THA,Thailand,500040518921.9427,112.62113667286224,33.77624322585014,3.1056944444444428,67.73045454545455
2021-09-01,THA,Thailand,499161354655.0864,112.468539048977,34.03326462357563,3.11222222222222,71.64619047619047
2021-10-01,THA,Thailand,498282190388.23,112.31594142509176,34.29028602130113,3.1187499999999977,81.47666666666666
2021-11-01,THA,Thailand,497403026121.37366,112.1633438012065,34.547307419026616,3.125277777777775,79.14750000000001
2021-12-01,THA,Thailand,496523861854.51733,112.01074617732124,34.804328816752104,3.1318055555555526,71.71181818181819
2022-01-01,THA,Thailand,495644697587.661,111.858148553436,35.0613502144776,3.13833333333333,83.22200000000001
2022-02-01,THA,Thailand,497333163117.10034,112.6484311963095,35.03975341167417,3.23395833333333,91.64105263157894
2022-03-01,THA,Thailand,499021628646.5397,113.438713839183,35.01815660887073,3.3295833333333302,108.50260869565216
2022-04-01,THA,Thailand,500710094175.979,114.2289964820565,34.996559806067296,3.4252083333333303,101.7775
2022-05-01,THA,Thailand,502398559705.41833,115.01927912493,34.974963003263866,3.52083333333333,109.55238095238094
2022-06-01,THA,Thailand,504087025234.85767,115.8095617678035,34.95336620046044,3.61645833333333,114.83714285714284
2022-07-01,THA,Thailand,505775490764.297,116.599844410677,34.931769397657,3.71208333333333,101.619
2022-08-01,THA,Thailand,507463956293.7363,117.3901270535505,34.91017259485356,3.80770833333333,93.66521739130437
2022-09-01,THA,Thailand,509152421823.17566,118.180409696424,34.88857579205013,3.90333333333333,84.25809523809524
2022-10-01,THA,Thailand,510840887352.615,118.9706923392975,34.866978989246704,3.99895833333333,87.5547619047619
2022-11-01,THA,Thailand,512529352882.0543,119.760974982171,34.84538218644327,4.09458333333333,84.37047619047618
2022-12-01,THA,Thailand,514217818411.49365,120.55125762504451,34.82378538363983,4.19020833333333,76.43714285714286
2023-01-01,THA,Thailand,515906283940.933,121.341540267918,34.8021885808364,4.28583333333333,78.123
2023-02-01,THA,Thailand,516790565182.66223,121.47964771117684,34.84313437250071,4.276111111111108,76.83263157894737
2023-03-01,THA,Thailand,517674846424.3915,121.61775515443568,34.88408016416501,4.266388888888887,73.27782608695652
2023-04-01,THA,Thailand,518559127666.1207,121.7558625976945,34.92502595582933,4.256666666666665,79.44631578947369
2023-05-01,THA,Thailand,519443408907.85,121.89397004095332,34.96597174749363,4.246944444444443,71.57818181818182
2023-06-01,THA,Thailand,520327690149.5792,122.03207748421217,35.00691753915794,4.237222222222222,70.24809523809525
2023-07-01,THA,Thailand,521211971391.3085,122.170184927471,35.04786333082225,4.2275,76.0695
2023-08-01,THA,Thailand,522096252633.0378,122.30829237072984,35.08880912248656,4.217777777777778,81.38608695652174
2023-09-01,THA,Thailand,522980533874.767,122.44639981398868,35.129754914150865,4.208055555555557,89.425
2023-10-01,THA,Thailand,523864815116.4963,122.58450725724752,35.17070070581517,4.198333333333335,85.63952380952381
2023-11-01,THA,Thailand,524749096358.2255,122.72261470050634,35.21164649747948,4.188611111111113,77.685
2023-12-01,THA,Thailand,525633377599.9548,122.86072214376516,35.25259228914379,4.178888888888892,71.9
2024-01-01,THA,Thailand,526517658841.684,122.998829587024,35.2935380808081,4.16916666666667,74.15238095238095
